Ref_Date,GEO,Geographical classification,DON,Vector,Coordinate,Value
2011,Nova Scotia,,Percentage of taxfilers in apartments,v16942837,5.1,5
2012,Nova Scotia,,Percentage of taxfilers in apartments,v16942837,5.1,5
2011,Nova Scotia,,Number of persons,v16942838,5.11,902250
2012,Nova Scotia,,Number of persons,v16942838,5.11,898330
2011,Nova Scotia,,Percentage of persons aged 0 to 24 years,v16942840,5.13,28
2012,Nova Scotia,,Percentage of persons aged 0 to 24 years,v16942840,5.13,28
2011,Nova Scotia,,Percentage of persons aged 25 to 44 years,v16942841,5.14,24
2012,Nova Scotia,,Percentage of persons aged 25 to 44 years,v16942841,5.14,24
2011,Nova Scotia,,Percentage of persons aged 45 to 64 years,v16942842,5.15,31
2012,Nova Scotia,,Percentage of persons aged 45 to 64 years,v16942842,5.15,31
2011,Nova Scotia,,Percentage of persons aged 65 years and over,v16942843,5.16,17
2012,Nova Scotia,,Percentage of persons aged 65 years and over,v16942843,5.16,18
2011,Nova Scotia,,Average age of persons (years),v16942844,5.17,41
2012,Nova Scotia,,Average age of persons (years),v16942844,5.17,42
2011,Nova Scotia,,"Percentage of persons, female",v16942845,5.18,52
2012,Nova Scotia,,"Percentage of persons, female",v16942845,5.18,52
2011,Nova Scotia,,"Percentage of persons, married",v16942846,5.19,40
2012,Nova Scotia,,"Percentage of persons, married",v16942846,5.19,40
2011,Nova Scotia,,Percentage of persons in apartments,v16942847,5.2,5
2012,Nova Scotia,,Percentage of persons in apartments,v16942847,5.2,5
2011,Nova Scotia,,Number of persons with total income,v16942848,5.21,715690
2012,Nova Scotia,,Number of persons with total income,v16942848,5.21,714170
2011,Nova Scotia,,"Percentage of persons with total income $15,000 and over",v16942849,5.22,75
2012,Nova Scotia,,"Percentage of persons with total income $15,000 and over",v16942849,5.22,76
2011,Nova Scotia,,"Percentage of persons with total income $25,000 and over",v16942850,5.23,55
2012,Nova Scotia,,"Percentage of persons with total income $25,000 and over",v16942850,5.23,56
2011,Nova Scotia,,"Percentage of persons with total income $35,000 and over",v16942851,5.24,40
2012,Nova Scotia,,"Percentage of persons with total income $35,000 and over",v16942851,5.24,42
2011,Nova Scotia,,"Percentage of persons with total income $50,000 and over",v16942852,5.25,24
2012,Nova Scotia,,"Percentage of persons with total income $50,000 and over",v16942852,5.25,25
2011,Nova Scotia,,"Percentage of persons with total income $75,000 and over",v16942853,5.26,10
2012,Nova Scotia,,"Percentage of persons with total income $75,000 and over",v16942853,5.26,11
2011,Nova Scotia,,"Percentage of persons with total income $100,000 and over",v16942854,5.27,4
2012,Nova Scotia,,"Percentage of persons with total income $100,000 and over",v16942854,5.27,5
2011,Nova Scotia,,"Median total income, males (dollars)",v16942855,5.28,35120
2012,Nova Scotia,,"Median total income, males (dollars)",v16942855,5.28,36210
2011,Nova Scotia,,"Median total income, females (dollars)",v16942856,5.29,23130
2012,Nova Scotia,,"Median total income, females (dollars)",v16942856,5.29,23940
2011,Nova Scotia,,"Median total income, both sexes (dollars)",v16942857,5.3,28330
2012,Nova Scotia,,"Median total income, both sexes (dollars)",v16942857,5.3,29290
2011,Nova Scotia,,Canadian index of median total income,v16942858,5.31,93.9
2012,Nova Scotia,,Canadian index of median total income,v16942858,5.31,93.5
2011,Nova Scotia,,Provincial index of median total income,v16942859,5.32,100
2012,Nova Scotia,,Provincial index of median total income,v16942859,5.32,100
2011,Nova Scotia,,Number of persons reporting employment income and/or Employment Insurance,v16942861,5.34,507170
2012,Nova Scotia,,Number of persons reporting employment income and/or Employment Insurance,v16942861,5.34,502090
2011,Nova Scotia,,Percentage of females reporting employment income and/or Employment Insurance,v16942862,5.35,49
2012,Nova Scotia,,Percentage of females reporting employment income and/or Employment Insurance,v16942862,5.35,49
2011,Nova Scotia,,Percentage of persons with labour income receiving Employment Insurance,v16942863,5.36,20
2012,Nova Scotia,,Percentage of persons with labour income receiving Employment Insurance,v16942863,5.36,20
2011,Nova Scotia,,"Median employment income, males (dollars)",v16942864,5.37,32770
2012,Nova Scotia,,"Median employment income, males (dollars)",v16942864,5.37,33830
2011,Nova Scotia,,"Median employment income, females (dollars)",v16942865,5.38,22760
2012,Nova Scotia,,"Median employment income, females (dollars)",v16942865,5.38,23560
2011,Nova Scotia,,"Median employment income, both sexes (dollars)",v16942866,5.39,27290
2012,Nova Scotia,,"Median employment income, both sexes (dollars)",v16942866,5.39,28160
2011,Nova Scotia,,Number of persons reporting Canada Child Tax Benefits,v16942867,5.4,99410
2012,Nova Scotia,,Number of persons reporting Canada Child Tax Benefits,v16942867,5.4,97360
2011,Nova Scotia,,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16942868,5.41,344385
2012,Nova Scotia,,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16942868,5.41,348395
2011,"Halifax, Nova Scotia",12205,Number of taxfilers,v16942869,6.1,294940
2012,"Halifax, Nova Scotia",12205,Number of taxfilers,v16942869,6.1,296120
2011,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 0 to 24 years,v16942871,6.3,12
2012,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 0 to 24 years,v16942871,6.3,12
2011,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 25 to 44 years,v16942872,6.4,34
2012,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 25 to 44 years,v16942872,6.4,34
2011,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 45 to 64 years,v16942873,6.5,36
2012,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 45 to 64 years,v16942873,6.5,36
2011,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 65 years and over,v16942874,6.6,17
2012,"Halifax, Nova Scotia",12205,Percentage of taxfilers aged 65 years and over,v16942874,6.6,18
2011,"Halifax, Nova Scotia",12205,Average age of taxfilers (years),v16942875,6.7,47
2012,"Halifax, Nova Scotia",12205,Average age of taxfilers (years),v16942875,6.7,47
2011,"Halifax, Nova Scotia",12205,"Percentage of taxfilers, female",v16942876,6.8,53
2012,"Halifax, Nova Scotia",12205,"Percentage of taxfilers, female",v16942876,6.8,53
2011,"Halifax, Nova Scotia",12205,"Percentage of taxfilers, married",v16942877,6.9,49
2012,"Halifax, Nova Scotia",12205,"Percentage of taxfilers, married",v16942877,6.9,49
2011,"Halifax, Nova Scotia",12205,Percentage of taxfilers in apartments,v16942878,6.1,12
2012,"Halifax, Nova Scotia",12205,Percentage of taxfilers in apartments,v16942878,6.1,13
2011,"Halifax, Nova Scotia",12205,Number of persons,v16942879,6.11,369430
2012,"Halifax, Nova Scotia",12205,Number of persons,v16942879,6.11,370580
2011,"Halifax, Nova Scotia",12205,Percentage of persons aged 0 to 24 years,v16942881,6.13,29
2012,"Halifax, Nova Scotia",12205,Percentage of persons aged 0 to 24 years,v16942881,6.13,29
2011,"Halifax, Nova Scotia",12205,Percentage of persons aged 25 to 44 years,v16942882,6.14,28
2012,"Halifax, Nova Scotia",12205,Percentage of persons aged 25 to 44 years,v16942882,6.14,27
2011,"Halifax, Nova Scotia",12205,Percentage of persons aged 45 to 64 years,v16942883,6.15,29
2012,"Halifax, Nova Scotia",12205,Percentage of persons aged 45 to 64 years,v16942883,6.15,29
2011,"Halifax, Nova Scotia",12205,Percentage of persons aged 65 years and over,v16942884,6.16,14
2012,"Halifax, Nova Scotia",12205,Percentage of persons aged 65 years and over,v16942884,6.16,14
2011,"Halifax, Nova Scotia",12205,Average age of persons (years),v16942885,6.17,39
2012,"Halifax, Nova Scotia",12205,Average age of persons (years),v16942885,6.17,40
2011,"Halifax, Nova Scotia",12205,"Percentage of persons, female",v16942886,6.18,52
2012,"Halifax, Nova Scotia",12205,"Percentage of persons, female",v16942886,6.18,52
2011,"Halifax, Nova Scotia",12205,"Percentage of persons, married",v16942887,6.19,40
2012,"Halifax, Nova Scotia",12205,"Percentage of persons, married",v16942887,6.19,40
2011,"Halifax, Nova Scotia",12205,Percentage of persons in apartments,v16942888,6.2,11
2012,"Halifax, Nova Scotia",12205,Percentage of persons in apartments,v16942888,6.2,11
2011,"Halifax, Nova Scotia",12205,Number of persons with total income,v16942889,6.21,291090
2012,"Halifax, Nova Scotia",12205,Number of persons with total income,v16942889,6.21,292310
2011,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $15,000 and over",v16942890,6.22,77
2012,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $15,000 and over",v16942890,6.22,78
2011,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $25,000 and over",v16942891,6.23,61
2012,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $25,000 and over",v16942891,6.23,62
2011,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $35,000 and over",v16942892,6.24,48
2012,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $35,000 and over",v16942892,6.24,49
2011,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $50,000 and over",v16942893,6.25,31
2012,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $50,000 and over",v16942893,6.25,32
2011,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $75,000 and over",v16942894,6.26,14
2012,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $75,000 and over",v16942894,6.26,15
2011,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $100,000 and over",v16942895,6.27,6
2012,"Halifax, Nova Scotia",12205,"Percentage of persons with total income $100,000 and over",v16942895,6.27,7
2011,"Halifax, Nova Scotia",12205,"Median total income, males (dollars)",v16942896,6.28,40690
2012,"Halifax, Nova Scotia",12205,"Median total income, males (dollars)",v16942896,6.28,41980
2011,"Halifax, Nova Scotia",12205,"Median total income, females (dollars)",v16942897,6.29,27790
2012,"Halifax, Nova Scotia",12205,"Median total income, females (dollars)",v16942897,6.29,28610
2011,"Halifax, Nova Scotia",12205,"Median total income, both sexes (dollars)",v16942898,6.3,33400
2012,"Halifax, Nova Scotia",12205,"Median total income, both sexes (dollars)",v16942898,6.3,34270
2011,"Halifax, Nova Scotia",12205,Canadian index of median total income,v16942899,6.31,110.7
2012,"Halifax, Nova Scotia",12205,Canadian index of median total income,v16942899,6.31,109.4
2011,"Halifax, Nova Scotia",12205,Provincial index of median total income,v16942900,6.32,117.9
2012,"Halifax, Nova Scotia",12205,Provincial index of median total income,v16942900,6.32,117
2011,"Halifax, Nova Scotia",12205,Number of persons reporting employment income and/or Employment Insurance,v16942902,6.34,219670
2012,"Halifax, Nova Scotia",12205,Number of persons reporting employment income and/or Employment Insurance,v16942902,6.34,219150
2011,"Halifax, Nova Scotia",12205,Percentage of females reporting employment income and/or Employment Insurance,v16942903,6.35,50
2012,"Halifax, Nova Scotia",12205,Percentage of females reporting employment income and/or Employment Insurance,v16942903,6.35,50
2011,"Halifax, Nova Scotia",12205,Percentage of persons with labour income receiving Employment Insurance,v16942904,6.36,12
2012,"Halifax, Nova Scotia",12205,Percentage of persons with labour income receiving Employment Insurance,v16942904,6.36,12
2011,"Halifax, Nova Scotia",12205,"Median employment income, males (dollars)",v16942905,6.37,38950
2012,"Halifax, Nova Scotia",12205,"Median employment income, males (dollars)",v16942905,6.37,40030
2011,"Halifax, Nova Scotia",12205,"Median employment income, females (dollars)",v16942906,6.38,27710
2012,"Halifax, Nova Scotia",12205,"Median employment income, females (dollars)",v16942906,6.38,28350
2011,"Halifax, Nova Scotia",12205,"Median employment income, both sexes (dollars)",v16942907,6.39,32640
2012,"Halifax, Nova Scotia",12205,"Median employment income, both sexes (dollars)",v16942907,6.39,33400
2011,"Halifax, Nova Scotia",12205,Number of persons reporting Canada Child Tax Benefits,v16942908,6.4,40500
2012,"Halifax, Nova Scotia",12205,Number of persons reporting Canada Child Tax Benefits,v16942908,6.4,40200
2011,"Halifax, Nova Scotia",12205,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16942909,6.41,127495
2012,"Halifax, Nova Scotia",12205,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16942909,6.41,131640
2011,"Kentville, Nova Scotia",12210,Number of taxfilers,v61485474,56.1,20990
2012,"Kentville, Nova Scotia",12210,Number of taxfilers,v61485474,56.1,20770
2011,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 0 to 24 years,v61485475,56.3,12
2012,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 0 to 24 years,v61485475,56.3,11
2011,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 25 to 44 years,v61485476,56.4,29
2012,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 25 to 44 years,v61485476,56.4,28
2011,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 45 to 64 years,v61485477,56.5,38
2012,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 45 to 64 years,v61485477,56.5,38
2011,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 65 years and over,v61485478,56.6,22
2012,"Kentville, Nova Scotia",12210,Percentage of taxfilers aged 65 years and over,v61485478,56.6,23
2011,"Kentville, Nova Scotia",12210,Average age of taxfilers (years),v61485479,56.7,49
2012,"Kentville, Nova Scotia",12210,Average age of taxfilers (years),v61485479,56.7,50
2011,"Kentville, Nova Scotia",12210,"Percentage of taxfilers, female",v61485480,56.8,53
2012,"Kentville, Nova Scotia",12210,"Percentage of taxfilers, female",v61485480,56.8,53
2011,"Kentville, Nova Scotia",12210,"Percentage of taxfilers, married",v61485481,56.9,50
